#def REPORTPATH=$/QAD Addons/BI Report/xxpcinbs
#def :end
"年份";"期间";"地点代码";"地点说明";"零件代码";"零件说明";"在库品数量";"重建差异数量"
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.12.02.00";"82131SWA70000LJ-0003 WQ-KJ-642-RC/R-2-皮裁片";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.12.03.00";"82131SWA70000LB-0004 WQ-KJ-642-RC/R-3-皮裁片";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.17.01.00";"82181SWA70000LA-0003 WQ-KJ-642-RAR-1-皮裁片";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.17.02.00";"82181SWA70000LB-0002 WQ-KJ-642-RAR-2-皮裁片";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.01.00";"81141-SWA7-0000-LA-0002 WQ-KJ-642-HR部位1-皮裁片";10080;10080
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.02.00";"81141-SWA7-0000-LB-0003 WQ-KJ-642-HR部位2-皮裁片";10080;10080
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.03.00";"82141-SWA7-0000-LA-0001 WQ-KJ-642-HR部位3-皮裁片";10080;10080
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.04.00";"82141SWA70000LB-0001 WQ-KJ-642-HR部位4-皮裁片";10080;10080
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.05.00";"82141SWA70000LC-0002 WQ-KJ-642-HR部位5-皮裁片";10080;10080
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.06.00";"82141SWA70000LD-0002 WQ-KJ-642-HR部位6-皮裁片";10080;10080
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.07.00";"82941SWA70000LA-0002 WQ-KJ-642-HR部位7-皮裁片";5040;5040
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.08.00";"82941SWA70000LB-0004 WQ-KJ-642-HR部位8-皮裁片";5040;5040
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.09.00";"82941SWA70000LC-0002 WQ-KJ-642-HR部位9-皮裁片";5040;5040
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.18.10.00";"82941SWA70000LD-0002 WQ-KJ-642-HR-10-皮裁片";5040;5040
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.20.01.00";"81181SWA7U600LA-0003 WQ-KJ-642-AR部位1-皮裁片";301;0
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.20.02.00";"81581SWA7U500LA-0003 WQ-KJ-642-AR部位2-皮裁片";301;0
2009;8;"1000";"宁波提爱思(加工区）";"4.06.02.21.02.00";"82171SWA70000LA-0001 WQ-KJ-642-CTR-2-皮裁片";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.01.06.02.00";"81131-SWA7-0000-LG-0001 WQ-KE-327-FC/R-2皮裁片";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.07.01.06.03.00";"81131-SWA7-0000-LB-0001 WQ-KE-327-FC/R-3皮裁片";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.07.01.06.04.00";"81131-SWA7-0000-LC-0001 WQ-KE-327-FC/R-4皮裁片";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.07.01.06.05.00";"81131-SWA7-0000-LD-0001 WQ-KE-327-FC/R-5皮裁片";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.07.01.06.06.00";"81131-SWA7-0000-LE-0001 WQ-KE-327-FC/R-6皮裁片";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.05.02.00";"81531-SWA7-0000-LG-0001 WQ-KE-642-FC/L-2皮裁片";721;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.05.03.00";"81531-SWA7-0000-LB-0001 WQ-KE-642-FC/L-3皮裁片";721;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.05.04.00";"81531-SWA7-0000-NC-0001 WQ-KE-642-FC/L-4皮裁片";240;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.05.05.00";"81531-SWA7-0000-ND-0001 WQ-KE-642-FC/L-5皮裁片";721;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.05.06.00";"81531-SWA7-0000-LE-0001 WQ-KE-642-FC/L-6皮裁片";481;481
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.06.01.00";"81131-SWA7-0000-LA-0001 WQ-KE-642-FC/R-1皮裁片";310;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.06.02.00";"81131-SWA7-0000-LG-0001 WQ-KE-642-FC/R-2皮裁片";791;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.06.03.00";"81131-SWA7-0000-LB-0001 WQ-KE-642-FC/R-3皮裁片";791;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.06.04.00";"81131-SWA7-0000-LC-0001 WQ-KE-642-FC/R-4皮裁片";791;0
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.06.05.00";"81131-SWA7-0000-LD-0001 WQ-KE-642-FC/R-5皮裁片";481;481
2009;8;"1000";"宁波提爱思(加工区）";"4.07.02.06.06.00";"81131-SWA7-0000-LE-0001 WQ-KE-642-FC/R-6皮裁片";481;481
2009;8;"1000";"宁波提爱思(加工区）";"4.14.12.18.01.00";"HRA12KA--STT9PM 2RW-690色HR-1牛皮裁片";1396;1396
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.05.04.00";"81531SWA70000LC-0001 E5-FCL-25皮裁片327";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.06.01.00";"81131SWA79500LA-0001 E5-FCR-1皮裁片327";23;23
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.12.01.00";"82131-SWA7-0000-LA-0004 E5G5-RCR-1皮裁片327";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.12.04.00";"82131-SWA7-0000-LC-0004 E5G5-RCR-4皮裁片327";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.12.05.00";"82131-SWA7-0000-LD-0005 E5G5-RCR-5皮裁片327";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.12.06.00";"82131-SWA7-0000-LE-0005 E5G5-RCR-6皮裁片327";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.01.12.07.00";"82131-SWA7-0000-LF-0005 E5G5-RCR-7皮裁片327";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.02.05.01.00";"81531SWA70000LA-0001 E5-FCL-22皮裁片642";481;481
2009;8;"1000";"宁波提爱思(加工区）";"4.16.02.05.04.00";"81531SWA70000LC-0001 E5-FCL-25皮裁片642";481;481
2009;8;"1000";"宁波提爱思(加工区）";"4.16.02.06.01.00";"81131SWA79500LA-0001 E5-FCR-1皮裁片642";481;481
2009;8;"1000";"宁波提爱思(加工区）";"4.16.02.11.01.00";"82531-SWA7-0000-LA-0004 E5G5-RCL-33皮裁片642";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.02.11.05.00";"82531-SWA7-0000-LE-0005 E5G5-RCL-37皮裁片642";1;0
2009;8;"1000";"宁波提爱思(加工区）";"4.16.02.18.01.00";"82141-SWA70000LA-0001 E2-RHR-1皮裁片642";1;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10E5-FBL.642";"E5-FBL.S91组合642 ";230;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10E5-FBR.642";"E5-FBR.S91组合642 ";250;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10E5-FCL.327";"E5-FCL.S91组合327 ";2;2
2009;8;"1000";"宁波提爱思(加工区）";"7.10E5-FCL.642";"E5-FCL.S91组合642 ";240;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10E5-FCR.327";"E5-FCR.S91组合327 ";2;2
2009;8;"1000";"宁波提爱思(加工区）";"7.10E5-FCR.642";"E5-FCR.S91组合642 ";310;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10G5-FBL.327";"G5-FBL.S91组合327 ";86;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10G5-FBR.327";"G5-FBR.S91组合327 ";76;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10G5-FCL.327";"G5-FCL.S91组合327 ";235;0
2009;8;"1000";"宁波提爱思(加工区）";"7.10G5-FCR.327";"G5-FCR.S91组合327 ";176;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-BSL.556";"ZQ-S91组合BSL.556 ";85;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-BSL.690";"2RW-S91组合BSL.690 ";191;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-BSR.167";"ZQ-S91组合-BSR.167 ";3;3
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-BSR.556";"ZQ-S91组合BSR.556 ";85;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";200;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RAR.556";"ZQ-S91组合RAR.556 ";80;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";275;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RBL.556";"ZQ-S91组合RBL.566 ";42;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RBL.690";"2RW-S91组合RBL.690 ";191;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RBR.556";"ZQ-S91组合RBR.556 ";68;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RBR.690";"2RW-S91组合RBR.690 ";216;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RCL.556";"ZQ-S91组合RCL.566 ";47;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RCL.690";"2RW-S91组合RCL.690 ";191;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RCR.167";"ZQ-S91组合-RCR.167 ";5;5
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RCR.556";"ZQ-S91组合RCR.556 ";89;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A0-RCR.690";"2RW-S91组合RCR.690 ";235;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-BC.556";"ZQ-S91组合FBC.556 ";66;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-BC.690";"2RW-S91组合FBC.690 ";466;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FBL.556";"ZQ-S91组合FBL.556 ";42;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FBL.690";"2RW-S91组合FBL.690 ";283;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FBR.556";"ZQ-S91组合FBR.566 ";42;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FBR.690";"2RW-S91组合FBR.690 ";229;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FCL.556";"ZQ-S91组合FCL.566 ";110;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FCL.690";"2RW-S91组合FCL.690 ";216;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FCR.556";"ZQ-S91组合FCR.566 ";45;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A1-FCR.690";"2RW-S91组合FCR.690 ";222;0
2009;8;"1000";"宁波提爱思(加工区）";"7.A2-FBL.327";"KA-S91组合FBL.327 ";30;30
2009;8;"1000";"宁波提爱思(加工区）";"7.A2-FBR.327";"KA-S91组合FBR.327 ";30;30
2009;8;"1000";"宁波提爱思(加工区）";"7.A2-FCL.327";"KA-S91组合FCL.327 ";33;33
2009;8;"1000";"宁波提爱思(加工区）";"7.A2-FCR.327";"KA-S91组合FCR.327 ";33;33
2009;8;"1000";"宁波提爱思(加工区）";"7.A2N2-CL.327";"KA-S91组合CL.327 ";45;45
2009;8;"1000";"宁波提爱思(加工区）";"7.A2N2-RBL.327";"KA-S91组合RBL.327 ";30;30
2009;8;"1000";"宁波提爱思(加工区）";"7.A2N2-RBR.327";"KA-S91组合RBR.327 ";30;30
2009;8;"1000";"宁波提爱思(加工区）";"7.A2N2-RCL.327";"KA-S91组合RCL.327 ";19;19
2009;8;"1000";"宁波提爱思(加工区）";"7.A2N2-RCR.327";"KA-S91组合RCR.327 ";19;19
2009;8;"1000";"宁波提爱思(加工区）";"7.A2U2-RRAR.327";"KA-S91组合RAR.327 ";31;31
2009;8;"1000";"宁波提爱思(加工区）";"7.E2-CL.642";"UK-S91组合CL.642 ";375;375
2009;8;"1000";"宁波提爱思(加工区）";"7.E2-RBL.642";"UK-S91组合RBL.642 ";350;350
2009;8;"1000";"宁波提爱思(加工区）";"7.E2-RBR.642";"UK-S91组合RBR.642 ";350;350
2009;8;"1000";"宁波提爱思(加工区）";"7.E2-RCL.642";"UK-S91组合RCL.642 ";358;358
2009;8;"1000";"宁波提爱思(加工区）";"7.E2-RCR.642";"UK-S91组合RCR.642 ";358;358
2009;8;"1000";"宁波提爱思(加工区）";"7.E2-RRAR.642";"UK-S91组合RAR.642 ";387;387
2009;8;"1000";"宁波提爱思(加工区）";"7.G5-FBL.642";"UK S91组合FBL.642 ";374;374
2009;8;"1000";"宁波提爱思(加工区）";"7.G5-FBR.642";"UK S91组合FBR.642 ";374;374
2009;8;"1000";"宁波提爱思(加工区）";"7.G5-FCL.642";"UK S91组合FCL.642 ";320;320
2009;8;"1000";"宁波提爱思(加工区）";"7.G5-FCR.642";"UK S91组合FCR.642 ";320;320
2009;8;"1000";"宁波提爱思(加工区）";"7.W3-RBL.167T";"W3-RBL.S91组合167 ";3;0
2009;8;"1000";"宁波提爱思(加工区）";"8.01.01.01A";"YW1-黑色原皮 ";5187;0
2009;8;"1000";"宁波提爱思(加工区）";"8.01.01.02A";"YW1-驼色原皮 ";1682.7;1682.7
2009;8;"1000";"宁波提爱思(加工区）";"8.01.04.01";"YW1-Cabron t5 NH15ｄ黑 20kg/m3NH15d";65.7;65.7
2009;8;"1000";"宁波提爱思(加工区）";"8.01.08.01";"YW1-海绵,10T,PV35 ";49;0
2009;8;"1000";"宁波提爱思(加工区）";"8.01.08.02";"YW1-海绵,10T,PV20 ";158;0
2009;8;"1000";"宁波提爱思(加工区）";"8.01.08.03";"YW1-海绵t5 NH15ｄ ";119;0
2009;8;"1000";"宁波提爱思(加工区）";"8.01.08.04";"YW1-海绵1600*15T，FR20 ";61;61
2009;8;"1000";"宁波提爱思(加工区）";"8.01.09.02";"YW1-NPP250 S9K,1300巾 H12071-00S9K-1300-0250";18.77;18.77
2009;8;"1000";"宁波提爱思(加工区）";"8.01.29.01";"YW1-绒布单体 黑色 ";18;18
2009;8;"1000";"宁波提爱思(加工区）";"8.01.29.02";"YW1-绒布 1.3tNW10 黑色 ";19.64;19.64
2009;8;"1000";"宁波提爱思(加工区）";"8.02.01.01";"2RS-1号画皮167L ";1819.2;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";4810.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.01.02A";"2RS机种2号原皮556色 ";26061.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.03.01";"2RS TPU 3T3层167色 ";1463.3;1463.3
2009;8;"1000";"宁波提爱思(加工区）";"8.02.03.02";"2RS-TPU 3T3层556色 ";1052.799775;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.03.03";"2RS-TPU 10T 167 ";326.2;326.2
2009;8;"1000";"宁波提爱思(加工区）";"8.02.03.04";"2RS-TPU 10T 556 ";223.299691;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.03.05";"2RS-TPU(H464),0T,556色 ";2728;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.04.01";"2RS-CABRON 3T3层 167 ";339.5;339.5
2009;8;"1000";"宁波提爱思(加工区）";"8.02.04.02";"2RS-3TCABRON 556色 ";352.000049;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.04.03";"2RS-5TCABRON 167 ";227.25;227.25
2009;8;"1000";"宁波提爱思(加工区）";"8.02.04.04";"2RS-5TCABRON 556 ";299.000012;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";192.8000251;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";118.6000124;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.07.01";"2RS-1号TR333 167色 ";273;273
2009;8;"1000";"宁波提爱思(加工区）";"8.02.07.02";"2RS-2号TR333 556色 ";307.000242;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";370.0001488;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";415.90014;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";616.00029;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";215.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";148.999981;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";629.100275;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.09.01";" 2RS NPP200 167色 2RS-1号NPP";114;114
2009;8;"1000";"宁波提爱思(加工区）";"8.02.09.02";"2RS NPP200 556色 2RS-2号NPP";757.0000225;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.09.03";"2RS NPP350 167色 ";528;528
2009;8;"1000";"宁波提爱思(加工区）";"8.02.09.04";"2RS NPP350 556色 ";201.0000351;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.09.05";"2RS NPP350 557色 2RS-5号NPP";1714.00022;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.13.01";"82121-STK7-A010-40-0000 2RS-拉链,520×40,167色";1213;1213
2009;8;"1000";"宁波提爱思(加工区）";"8.02.13.02";"82121-STK7-A010-40-0000 2RS-拉链,520×40,556色";1818;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.13.03";"82121-STK7-A010-41-0000 2RS-拉链,520×40,167色";1208;1208
2009;8;"1000";"宁波提爱思(加工区）";"8.02.13.04";"82121-STK7-A010-41-0000 2RS-拉链,520×40,556色";2332;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.13.05";"82121-STK7-A010-40-0000 2RS-拉链,520×40,690色";2224;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.13.06";"82121-STK7-A010-41-0000 2RS-拉链，520×40，690色";2230;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.14.01";"81121-STK9-A000-KW-0001 2RS-1号力布，R，JF";1500;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.14.02";"81121-STK9-A000-KX-0001 2RS-2号力布，R，JE";1503;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.14.03";"81521-STK9-A000-KW-0001 2RS-3号力布，L，JH";1488;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.14.04";"81521-STK9-A000-KX-0001 2RS-4号力布，L JG";1484;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.01";"T104000-0000-0035-01 2RS-树脂扣，L=35";5179;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.02";"T104000-0000-0025-01 2RS-树脂扣，L=25";28820;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.03";"T104000-0000-0130-01 2RS-树脂扣，L=130";2292;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.04";"81121-TA08-A210-23-0000 2RS-树脂扣，H25.1 X L90";3605;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.05";"T110000-0000-0350-00 2RS-树脂扣， L=350";1000;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.06";"T110000-0000-0600-00 2RS-树脂扣， L=600";868;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.07";"T110000-0000-0135-00 2RS-树脂扣， L=135";2204;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.08";"82521-STK7-A010-22-0000 2RS-树脂扣，H25.1 X L320";1047;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.09";"T104000-0000-0180-01 2RS-树脂扣，L=180";1596;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.10";"82521-STK7-A010-23-0000 2RS-树脂扣，H24 X L60";2131;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.11";"4101308-S3N0-0000 2RS-树脂扣，H22.5X L298";795;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.12";"T104000-0000-0060-01 2RS-树脂扣，L=60";5075;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.13";"T104000-0000-0110-01 2RS-树脂扣，L=110";853;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.14";"T120000-0000-0300-01 2RS-树脂扣，L=300";1775;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.15";"T104000-0000-0090-00 2RS-树脂扣，L=90";1734;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.16";"81131-TC08-P610-21-0000 2RS-树脂扣，H22.5X L298";1132;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.17";"T104000-0000-0040-01 2RS-树脂扣，L=40";12558;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.18";"T104000-0000-0020-01 2RS-树脂扣，L=20";14368;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";2312;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.20";"82151-STK7-A010-31-0000 2RS-树脂扣，T1.2X 80X 72";2414;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";2120;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.01";"81121-STK9-A110-22-0000 2RS-不织布 H30 X L240";3066;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.02";"81121-STK9-A110-21-0000 2RS-不织布 H30 X L545";3464;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.03";"82121-STK9-A110-31-0000 2RS-不织布 H30 X L250";3352;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.04";"82121-STK7-A010-32-0002 2RS-不织布 H25 X L430";2330;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.05";"82521-STK7-A010-33-0001 2RS-不织布 H25 X L310";2155;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.06";"81131-STK9-A110-22-0000 2RS-不织布 H40 X L270";3610;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.07";"81131-STK9-A110-21-0000 2RS-不织布 H35 X L415";3094;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.08";"82131-STK7-A010-32-0001 2RS-不织布 H30 X L280";3939;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.09";"82131-STK7-A010-34-0001 2RS-不织布 H30 X L350";3920;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.10";"82131-STK7-A010-33-0002 2RS-不织布 H30 X L390";4008;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.16.11";"82531-STK7-A010-35-0000 2RS-不织布 H25 X L200";2242;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.01";"82121-STK7-A010-21-0001 2RS-PP T2.0 X H65 X L360";1055;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.02";"T103000-0000-0350-00 2RS-PP板 L=350";1613;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.03";"T103000-0000-0600-00 2RS-PP板 L=600";2015;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.04";"82131-STK7-A010-21-0000 2RS-PP板 H22 X L120";5469;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.05";"82131-STK7-A010-22-0000 2RS-PP板 H22 X L40";8854;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.06";"82131-STK7-A010-23-0000 2RS-PP板 H22 X L70";6279;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.07";"82131-STK7-A010-24-0000 2RS-PP板 H22 X L90";5488;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.08";"82131-STK7-A010-25-0000 2RS-PP板 H22 X L240";2375;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";3589;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";4434;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";2823;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";2969;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";2292;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";6362;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.17.15";"82521-STK7-A010-21-0001 2RS-PP,T2.0 X H65 X L600";770;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.18.01";"4102351-SFY4-J000 2RS-PP,T1.2 X H34 X L80";3932;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";2065;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";2527;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.20.01";"43013D5-S5A4-A000 ISO纽扣 167色";5240;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.20.02";"43013D5-S5A4-A000 ISO纽扣 YR164L(棕)";5628;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.20.03";"43013D6-S5A4-A100 ISO纽扣 熔着(B)";9447;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.22.01";"Z42501-00135-0580-20 2RS-松紧带W20XL135,167L";1769;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.22.02";"Z42501-00135-0580-20 2RS-松紧带,W20XL135,556L";2520;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";4335;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";3490;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.23.01";"4102398-S870-A802 2RS-1号商标，NH167L";1880;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.23.02";"4102398-S870-A802 2RS-2号商标，NH556L";1547;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.01";"2RS#8灰色-线 ";71;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.02";"2RS#8黑色-线 ";155;155
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.03";"2RS#5(S),黑色-线 ";253;253
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.04";"2RS#5(Z)  黑色-线 ";59;59
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.05";"2RS#5(S)  灰色-线 ";235;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.06";"2RS#5(Z)  灰色-线 ";31;0
